"id","city","city_slug","state","zipcode","lat","lng"
"45616","Hanover","hanover","MN","55341",NULL,NULL
"45617","Viking","viking","MN","56760",NULL,NULL
"45618","Cormorant","cormorant","MN","56572",NULL,NULL
"45619","Spring Hill","spring-hill","MN","56352",NULL,NULL
"45620","Two Harbors","two-harbors","MN","55616",NULL,NULL
"45621","Riverton","riverton","MN","56455",NULL,NULL
"45622","Aitkin","aitkin","MN","56431",NULL,NULL
"45623","Hamel","hamel","MN","55340",NULL,NULL
"45624","Barnesville","barnesville","MN","56514",NULL,NULL
"45625","Palisade","palisade","MN","56469",NULL,NULL
"45626","Dorothy","dorothy","MN","56750",NULL,NULL
"45627","Bayport","bayport","MN","55003",NULL,NULL
"45628","Blackberry","blackberry","MN","55744",NULL,NULL
"45629","Reads Landing","reads-landing","MN","55968",NULL,NULL
"45630","Lucan","lucan","MN","56255",NULL,NULL
"45631","Oak Park","oak-park","MN","56357",NULL,NULL
"45632","Nicollet","nicollet","MN","56074",NULL,NULL
"45633","Anoka","anoka","MN","55303",NULL,NULL
"45634","Carlos","carlos","MN","56319",NULL,NULL
"45635","Danube","danube","MN","56230",NULL,NULL
"45636","Belgrade","belgrade","MN","56312",NULL,NULL
"45637","Jacobson","jacobson","MN","55752",NULL,NULL
"45638","Clitherall","clitherall","MN","56524",NULL,NULL
"45639","Crookston","crookston","MN","56716",NULL,NULL
"45640","Fairmont","fairmont","MN","56031",NULL,NULL
"45641","Sobieski","sobieski","MN","56345",NULL,NULL
"45642","Elmore","elmore","MN","56027",NULL,NULL
"45643","Hibbing","hibbing","MN","55746",NULL,NULL
"45644","Saint James","saint-james","MN","56081",NULL,NULL
"45645","Mabel","mabel","MN","55954",NULL,NULL
"45646","Janesville","janesville","MN","56048",NULL,NULL
"45647","Euclid","euclid","MN","56722",NULL,NULL
"45648","Morton","morton","MN","56270",NULL,NULL
"45649","Northfield","northfield","MN","55057",NULL,NULL
"45650","Wilson","wilson","MN","55987",NULL,NULL
"45651","Circle Pines","circle-pines","MN","55014",NULL,NULL
"45652","Urbank","urbank","MN","56588",NULL,NULL
"45653","Urbank","urbank","MN","56361",NULL,NULL
"45654","Arlington","arlington","MN","55307",NULL,NULL
"45655","Wyoming","wyoming","MN","55092",NULL,NULL
"45656","Wyoming","wyoming","MN","55013",NULL,NULL
"45657","Wyoming","wyoming","MN","55025",NULL,NULL
"45658","Wyoming","wyoming","MN","55079",NULL,NULL
"45659","Saint Bonifacius","saint-bonifacius","MN","55375",NULL,NULL
"45660","Strathcona","strathcona","MN","56759",NULL,NULL
"45661","Montgomery","montgomery","MN","56069",NULL,NULL
"45662","Chanhassen","chanhassen","MN","55331",NULL,NULL
"45663","Chanhassen","chanhassen","MN","55317",NULL,NULL
"45664","Chanhassen","chanhassen","MN","55318",NULL,NULL
"45665","Afton","afton","MN","55001",NULL,NULL
"45666","Ceylon","ceylon","MN","56121",NULL,NULL
"45667","Rochert","rochert","MN","56501",NULL,NULL
"45668","Dresbach","dresbach","MN","55947",NULL,NULL
"45669","Cromwell","cromwell","MN","55726",NULL,NULL
"45670","Waltham","waltham","MN","55982",NULL,NULL
"45671","Bluffton","bluffton","MN","56518",NULL,NULL
"45672","Bluffton","bluffton","MN","56482",NULL,NULL
"45673","Shaw","shaw","MN","55724",NULL,NULL
"45674","Waverly","waverly","MN","55390",NULL,NULL
"45675","Ashby","ashby","MN","56309",NULL,NULL
"45676","Oak Grove","oak-grove","MN","55011",NULL,NULL
"45677","Oak Grove","oak-grove","MN","55303",NULL,NULL
"45678","Oak Grove","oak-grove","MN","55005",NULL,NULL
"45679","Stanton","stanton","MN","55018",NULL,NULL
"45680","Chokio","chokio","MN","56221",NULL,NULL
"45681","De Graff","de-graff","MN","56271",NULL,NULL
"45682","Schroeder","schroeder","MN","55613",NULL,NULL
"45683","Askov","askov","MN","55704",NULL,NULL
"45684","Delhi","delhi","MN","56283",NULL,NULL
"45685","Monticello","monticello","MN","55362",NULL,NULL
"45686","Brooks","brooks","MN","56715",NULL,NULL
"45687","North Oaks","north-oaks","MN","55127",NULL,NULL
"45688","Waskish","waskish","MN","56685",NULL,NULL
"45689","Fossum","fossum","MN","56584",NULL,NULL
"45690","Evan","evan","MN","56266",NULL,NULL
"45691","Evan","evan","MN","56085",NULL,NULL
"45692","Hamburg","hamburg","MN","55339",NULL,NULL
"45693","Castle Danger","castle-danger","MN","55616",NULL,NULL
"45694","Lake Bronson","lake-bronson","MN","56734",NULL,NULL
"45695","Avon","avon","MN","56310",NULL,NULL
"45696","Borup","borup","MN","56519",NULL,NULL
"45697","Rutledge","rutledge","MN","55704",NULL,NULL
"45698","Rutledge","rutledge","MN","55795",NULL,NULL
"45699","Royalton","royalton","MN","56373",NULL,NULL
"45700","Dalbo","dalbo","MN","55017",NULL,NULL
"45701","New York Mills","new-york-mills","MN","56567",NULL,NULL
"45702","Rogers","rogers","MN","55374",NULL,NULL
"45703","Clontarf","clontarf","MN","56215",NULL,NULL
"45704","Clontarf","clontarf","MN","56226",NULL,NULL
"45705","Morrill","morrill","MN","56329",NULL,NULL
"45706","Birchwood","birchwood","MN","55110",NULL,NULL
"45707","Prinsburg","prinsburg","MN","56284",NULL,NULL
"45708","Prinsburg","prinsburg","MN","56281",NULL,NULL
"45709","Gluek","gluek","MN","56260",NULL,NULL
"45710","Saint Nicholas","saint-nicholas","MN","55389",NULL,NULL
"45711","Nassau","nassau","MN","56257",NULL,NULL
"45712","Tower","tower","MN","55790",NULL,NULL
"45713","Sebeka","sebeka","MN","56477",NULL,NULL
"45714","Kasota","kasota","MN","56050",NULL,NULL
"45715","Hoyt Lakes","hoyt-lakes","MN","55750",NULL,NULL
"45716","Buhl","buhl","MN","55713",NULL,NULL
"45717","Buhl","buhl","MN","55710",NULL,NULL
"45718","Buhl","buhl","MN","55758",NULL,NULL
"45719","Loman","loman","MN","56654",NULL,NULL
"45720","Maple Bay","maple-bay","MN","56736",NULL,NULL
"45721","Pine City","pine-city","MN","55063",NULL,NULL
"45722","Argyle","argyle","MN","56713",NULL,NULL
"45723","Rushford","rushford","MN","55971",NULL,NULL
"45724","Amiret","amiret","MN","56175",NULL,NULL
"45725","Nimrod","nimrod","MN","56477",NULL,NULL
"45726","Milan","milan","MN","56262",NULL,NULL
"45727","Karlstad","karlstad","MN","56732",NULL,NULL
"45728","Gary","gary","MN","56545",NULL,NULL
"45729","Bigfork","bigfork","MN","56628",NULL,NULL
"45730","Rosewood","rosewood","MN","56701",NULL,NULL
"45731","Ray","ray","MN","56669",NULL,NULL
"45732","Watertown","watertown","MN","55388",NULL,NULL
"45733","Browerville","browerville","MN","56438",NULL,NULL
"45734","Renville","renville","MN","56284",NULL,NULL
"45735","Belle Plaine","belle-plaine","MN","56011",NULL,NULL
"45736","Elkton","elkton","MN","55933",NULL,NULL
"45737","Waseca","waseca","MN","56093",NULL,NULL
"45738","Long Lake","long-lake","MN","55356",NULL,NULL
"45739","Kettle River","kettle-river","MN","55757",NULL,NULL
"45740","Isanti","isanti","MN","55040",NULL,NULL
"45741","Theilman","theilman","MN","55945",NULL,NULL
"45742","Saint Rosa","saint-rosa","MN","56352",NULL,NULL
"45743","Saint Rosa","saint-rosa","MN","56331",NULL,NULL
"45744","Wrenshall","wrenshall","MN","55797",NULL,NULL
"45745","Lake Crystal","lake-crystal","MN","56055",NULL,NULL
"45746","Harmony","harmony","MN","55939",NULL,NULL
"45747","Mora","mora","MN","55051",NULL,NULL
"45748","Lakefield","lakefield","MN","56150",NULL,NULL
"45749","Hayward","hayward","MN","56043",NULL,NULL
"45750","Strandquist","strandquist","MN","56758",NULL,NULL
"45751","Elizabeth","elizabeth","MN","56537",NULL,NULL
"45752","Elizabeth","elizabeth","MN","56533",NULL,NULL
"45753","Melrude","melrude","MN","55724",NULL,NULL
"45754","Claremont","claremont","MN","55924",NULL,NULL
"45755","Holt","holt","MN","56738",NULL,NULL
"45756","Keewatin","keewatin","MN","55769",NULL,NULL
"45757","Keewatin","keewatin","MN","55746",NULL,NULL
"45758","Keewatin","keewatin","MN","55753",NULL,NULL
"45759","Terrebonne","terrebonne","MN","56750",NULL,NULL
"45760","Nett Lake","nett-lake","MN","55772",NULL,NULL
"45761","Nett Lake","nett-lake","MN","55771",NULL,NULL
"45762","Sunburg","sunburg","MN","56289",NULL,NULL
"45763","Crane Lake","crane-lake","MN","55725",NULL,NULL
"45764","Martin Lake","martin-lake","MN","55079",NULL,NULL
"45765","Manchester","manchester","MN","56009",NULL,NULL
"45766","Manchester","manchester","MN","56007",NULL,NULL
"45767","Lake Shore","lake-shore","MN","56468",NULL,NULL
"45768","Deer River","deer-river","MN","56636",NULL,NULL
"45769","Brook Park","brook-park","MN","55007",NULL,NULL
"45770","East Chain","east-chain","MN","56031",NULL,NULL
"45771","Holloway","holloway","MN","56208",NULL,NULL
"45772","Holloway","holloway","MN","56249",NULL,NULL
"45773","Bellechester","bellechester","MN","55027",NULL,NULL
"45774","Forest Lake","forest-lake","MN","55025",NULL,NULL
"45775","Brookston","brookston","MN","55711",NULL,NULL
"45776","Fairhaven","fairhaven","MN","55382",NULL,NULL
"45777","Matawan","matawan","MN","56072",NULL,NULL
"45778","Scandia","scandia","MN","55047",NULL,NULL
"45779","Scandia","scandia","MN","55073",NULL,NULL
"45780","Sherburn","sherburn","MN","56171",NULL,NULL
"45781","Clementson","clementson","MN","56623",NULL,NULL
"45782","Floodwood","floodwood","MN","55736",NULL,NULL
"45783","Rush City","rush-city","MN","55069",NULL,NULL
"45784","Lake Elmo","lake-elmo","MN","55042",NULL,NULL
"45785","New Ulm","new-ulm","MN","56073",NULL,NULL
"45786","Saint Marys Point","saint-marys-point","MN","55043",NULL,NULL
"45787","Taopi","taopi","MN","55977",NULL,NULL
"45788","Canby","canby","MN","56220",NULL,NULL
"45789","Flensburg","flensburg","MN","56328",NULL,NULL
"45790","Flensburg","flensburg","MN","56345",NULL,NULL
"45791","Flensburg","flensburg","MN","56382",NULL,NULL
"45792","Pine Point","pine-point","MN","56575",NULL,NULL
"45793","Traverse","traverse","MN","56082",NULL,NULL
"45794","Cambridge","cambridge","MN","55008",NULL,NULL
"45795","Clinton","clinton","MN","56225",NULL,NULL
"45796","Bock","bock","MN","56313",NULL,NULL
"45797","Duquette","duquette","MN","55756",NULL,NULL
"45798","Beaulieu","beaulieu","MN","56557",NULL,NULL
"45799","Wabasso","wabasso","MN","56293",NULL,NULL
"45800","Morris","morris","MN","56267",NULL,NULL
"45801","Sauk Centre","sauk-centre","MN","56378",NULL,NULL
"45802","Cuyuna","cuyuna","MN","56444",NULL,NULL
"45803","Cuyuna","cuyuna","MN","56441",NULL,NULL
"45804","Taylors Falls","taylors-falls","MN","55084",NULL,NULL
"45805","Ebro","ebro","MN","56621",NULL,NULL
"45806","Waite Park","waite-park","MN","56387",NULL,NULL
"45807","Waite Park","waite-park","MN","56301",NULL,NULL
"45808","Waite Park","waite-park","MN","56388",NULL,NULL
"45809","Winsted","winsted","MN","55395",NULL,NULL
"45810","McKinley","mckinley","MN","55741",NULL,NULL
"45811","Balaton","balaton","MN","56115",NULL,NULL
"45812","Doran","doran","MN","56522",NULL,NULL
"45813","Cusson","cusson","MN","55771",NULL,NULL
"45814","Spring Grove","spring-grove","MN","55974",NULL,NULL
"45815","Osakis","osakis","MN","56360",NULL,NULL
"45816","Red Lake Falls","red-lake-falls","MN","56750",NULL,NULL
"45817","New Richland","new-richland","MN","56072",NULL,NULL
"45818","Grygla","grygla","MN","56727",NULL,NULL
"45819","Ericsburg","ericsburg","MN","56649",NULL,NULL
"45820","Ball Club","ball-club","MN","56636",NULL,NULL
"45821","Inger","inger","MN","56636",NULL,NULL
"45822","Medina","medina","MN","55340",NULL,NULL
"45823","Medina","medina","MN","55356",NULL,NULL
"45824","Medina","medina","MN","55359",NULL,NULL
"45825","Rochester","rochester","MN","55902",NULL,NULL
"45826","Rochester","rochester","MN","55901",NULL,NULL
"45827","Rochester","rochester","MN","55906",NULL,NULL
"45828","Rochester","rochester","MN","55904",NULL,NULL
"45829","Rochester","rochester","MN","55905",NULL,NULL
"45830","Rochester","rochester","MN","55903",NULL,NULL
"45831","Gilbert","gilbert","MN","55734",NULL,NULL
"45832","Gilbert","gilbert","MN","55741",NULL,NULL
"45833","Elk River","elk-river","MN","55330",NULL,NULL
"45834","Lake Itasca","lake-itasca","MN","56676",NULL,NULL
"45835","Underwood","underwood","MN","56586",NULL,NULL
"45836","Cold Spring","cold-spring","MN","56320",NULL,NULL
"45837","Ranier","ranier","MN","56668",NULL,NULL
"45838","Ranier","ranier","MN","56649",NULL,NULL
"45839","Delavan","delavan","MN","56023",NULL,NULL
"45840","Witoka","witoka","MN","55987",NULL,NULL
"45841","Stewart","stewart","MN","55385",NULL,NULL
"45842","Lester Prairie","lester-prairie","MN","55354",NULL,NULL
"45843","Four Town","four-town","MN","56727",NULL,NULL
"45844","Hoffman","hoffman","MN","56339",NULL,NULL
"45845","Frost","frost","MN","56033",NULL,NULL
"45846","Millerville","millerville","MN","56315",NULL,NULL
"45847","Kilkenny","kilkenny","MN","56052",NULL,NULL
"45848","Skime","skime","MN","56761",NULL,NULL
"45849","Coates","coates","MN","55068",NULL,NULL
"45850","Taconite Harbor","taconite-harbor","MN","55613",NULL,NULL
"45851","Henriette","henriette","MN","55036",NULL,NULL
"45852","Dumont","dumont","MN","56236",NULL,NULL
"45853","Blackduck","blackduck","MN","56630",NULL,NULL
"45854","Blackduck","blackduck","MN","56647",NULL,NULL
"45855","Svea","svea","MN","56216",NULL,NULL
"45856","Lake Park","lake-park","MN","56554",NULL,NULL
"45857","Oakdale","oakdale","MN","55128",NULL,NULL
"45858","Lincoln","lincoln","MN","56443",NULL,NULL
"45859","Beroun","beroun","MN","55063",NULL,NULL
"45860","Vineland","vineland","MN","56359",NULL,NULL
"45861","Litchfield","litchfield","MN","55355",NULL,NULL
"45862","Rosen","rosen","MN","56212",NULL,NULL
"45863","Little Falls","little-falls","MN","56345",NULL,NULL
"45864","Shafer","shafer","MN","55074",NULL,NULL
"45865","Ottawa","ottawa","MN","56058",NULL,NULL
"45866","Two Inlets","two-inlets","MN","56470",NULL,NULL
"45867","Grove Lake","grove-lake","MN","56334",NULL,NULL
"45868","Etna","etna","MN","55975",NULL,NULL
"45869","Brownton","brownton","MN","55312",NULL,NULL
"45870","Medicine Lake","medicine-lake","MN","55441",NULL,NULL
"45871","Burnett","burnett","MN","55779",NULL,NULL
"45872","Searles","searles","MN","56073",NULL,NULL
"45873","Fertile","fertile","MN","56540",NULL,NULL
"45874","Hastings","hastings","MN","55033",NULL,NULL
"45875","Roseau","roseau","MN","56751",NULL,NULL
"45876","Gem Lake","gem-lake","MN","55110",NULL,NULL
"45877","Minneota","minneota","MN","56264",NULL,NULL
"45878","Detroit Lakes","detroit-lakes","MN","56501",NULL,NULL
"45879","Detroit Lakes","detroit-lakes","MN","56502",NULL,NULL
"45880","Plummer","plummer","MN","56748",NULL,NULL
"45881","Wegdahl","wegdahl","MN","56265",NULL,NULL
"45882","Rosemount","rosemount","MN","55068",NULL,NULL
"45883","Miesville","miesville","MN","55009",NULL,NULL
"45884","Miesville","miesville","MN","55033",NULL,NULL
"45885","Columbia Heights","columbia-heights","MN","55421",NULL,NULL
"45886","Collegeville","collegeville","MN","56374",NULL,NULL
"45887","Elko New Market","elko-new-market","MN","55020",NULL,NULL
"45888","Elko New Market","elko-new-market","MN","55054",NULL,NULL
"45889","Solway","solway","MN","56678",NULL,NULL
"45890","Ogilvie","ogilvie","MN","56358",NULL,NULL
"45891","Cass Lake","cass-lake","MN","56633",NULL,NULL
"45892","Fletcher","fletcher","MN","55374",NULL,NULL
"45893","Fort Ripley","fort-ripley","MN","56449",NULL,NULL
"45894","Peterson","peterson","MN","55962",NULL,NULL
"45895","Buckman","buckman","MN","56364",NULL,NULL
"45896","Buckman","buckman","MN","56317",NULL,NULL
"45897","Bergen","bergen","MN","56101",NULL,NULL
"45898","Minnesota Lake","minnesota-lake","MN","56068",NULL,NULL
"45899","Slayton","slayton","MN","56172",NULL,NULL
"45900","Big Lake","big-lake","MN","55309",NULL,NULL
"45901","Lino Lakes","lino-lakes","MN","55014",NULL,NULL
"45902","Lino Lakes","lino-lakes","MN","55038",NULL,NULL
"45903","Denham","denham","MN","55783",NULL,NULL
"45904","Denham","denham","MN","55795",NULL,NULL
"45905","Windom","windom","MN","56101",NULL,NULL
"45906","Farmington","farmington","MN","55024",NULL,NULL
"45907","Seaforth","seaforth","MN","56287",NULL,NULL
"45908","Seaforth","seaforth","MN","56293",NULL,NULL
"45909","Lake Wilson","lake-wilson","MN","56151",NULL,NULL
"45910","Shelly","shelly","MN","56581",NULL,NULL
"45911","Douglas","douglas","MN","55960",NULL,NULL
"45912","Winona","winona","MN","55987",NULL,NULL
"45913","Kimberly","kimberly","MN","56431",NULL,NULL
"45914","Island View","island-view","MN","56649",NULL,NULL
"45915","Atwater","atwater","MN","56209",NULL,NULL
"45916","Westport","westport","MN","56385",NULL,NULL
"45917","Dilworth","dilworth","MN","56529",NULL,NULL
"45918","Pleasant Lake","pleasant-lake","MN","56301",NULL,NULL
"45919","Eyota","eyota","MN","55934",NULL,NULL
"45920","Albert Lea","albert-lea","MN","56007",NULL,NULL
"45921","Downer","downer","MN","56514",NULL,NULL
"45922","Madelia","madelia","MN","56062",NULL,NULL
"45923","Rushmore","rushmore","MN","56168",NULL,NULL
"45924","Silver Bay","silver-bay","MN","55614",NULL,NULL
"45925","Buyck","buyck","MN","55771",NULL,NULL
"45926","Mankato","mankato","MN","56001",NULL,NULL
"45927","Mankato","mankato","MN","56002",NULL,NULL
"45928","Goodridge","goodridge","MN","56725",NULL,NULL
"45929","Naytahwaush","naytahwaush","MN","56566",NULL,NULL
"45930","Norseland","norseland","MN","56082",NULL,NULL
"45931","Hills","hills","MN","56138",NULL,NULL
"45932","Virginia","virginia","MN","55792",NULL,NULL
"45933","Virginia","virginia","MN","55777",NULL,NULL
"45934","Jasper","jasper","MN","56144",NULL,NULL
"45935","Rockville","rockville","MN","56320",NULL,NULL
"45936","Rockville","rockville","MN","56369",NULL,NULL
"45937","Rockville","rockville","MN","56301",NULL,NULL
"45938","Revere","revere","MN","56166",NULL,NULL
"45939","Grand Rapids","grand-rapids","MN","55744",NULL,NULL
"45940","Grand Rapids","grand-rapids","MN","55730",NULL,NULL
"45941","Grand Rapids","grand-rapids","MN","55745",NULL,NULL
"45942","Fosston","fosston","MN","56542",NULL,NULL
"45943","Comstock","comstock","MN","56525",NULL,NULL
"45944","Alpha","alpha","MN","56111",NULL,NULL
"45945","Caledonia","caledonia","MN","55921",NULL,NULL
"45946","Elrosa","elrosa","MN","56325",NULL,NULL
"45947","Oronoco","oronoco","MN","55960",NULL,NULL
"45948","Fergus Falls","fergus-falls","MN","56537",NULL,NULL
"45949","Fergus Falls","fergus-falls","MN","56538",NULL,NULL
"45950","South Haven","south-haven","MN","55382",NULL,NULL
"45951","Dellwood","dellwood","MN","55110",NULL,NULL
"45952","Little Rock","little-rock","MN","56671",NULL,NULL
"45953","Lynd","lynd","MN","56157",NULL,NULL
"45954","Hokah","hokah","MN","55941",NULL,NULL
"45955","Robbin","robbin","MN","58225",NULL,NULL
"45956","Warroad","warroad","MN","56763",NULL,NULL
"45957","Twin Valley","twin-valley","MN","56584",NULL,NULL
"45958","Luce","luce","MN","56573",NULL,NULL
"45959","Lafayette","lafayette","MN","56054",NULL,NULL
"45960","Roosevelt","roosevelt","MN","56673",NULL,NULL
"45961","Emmons","emmons","MN","56029",NULL,NULL
"45962","Delft","delft","MN","56101",NULL,NULL
"45963","Hilltop","hilltop","MN","55421",NULL,NULL
"45964","Becker","becker","MN","55308",NULL,NULL
"45965","Hillview","hillview","MN","56477",NULL,NULL
"45966","Lime Creek","lime-creek","MN","56131",NULL,NULL
"45967","Myrtle","myrtle","MN","56036",NULL,NULL
"45968","Warman","warman","MN","55051",NULL,NULL
"45969","Culver","culver","MN","55779",NULL,NULL
"45970","Saint George","saint-george","MN","56073",NULL,NULL
"45971","Beaver Bay","beaver-bay","MN","55614",NULL,NULL
"45972","Beaver Bay","beaver-bay","MN","55601",NULL,NULL
"45973","Kingston","kingston","MN","55325",NULL,NULL
"45974","Coon Rapids","coon-rapids","MN","55433",NULL,NULL
"45975","Coon Rapids","coon-rapids","MN","55448",NULL,NULL
"45976","Eagle Bend","eagle-bend","MN","56446",NULL,NULL
"45977","Weston","weston","MN","55038",NULL,NULL
"45978","Garfield","garfield","MN","56332",NULL,NULL
"45979","Glenwood","glenwood","MN","56334",NULL,NULL
"45980","Cottonwood","cottonwood","MN","56229",NULL,NULL
"45981","West Union","west-union","MN","56360",NULL,NULL
"45982","West Union","west-union","MN","56389",NULL,NULL
"45983","Saint Charles","saint-charles","MN","55972",NULL,NULL
"45984","Robbinsdale","robbinsdale","MN","55422",NULL,NULL
"45985","Bird Island","bird-island","MN","55310",NULL,NULL
"45986","Worthington","worthington","MN","56187",NULL,NULL
"45987","Ellsworth","ellsworth","MN","56129",NULL,NULL
"45988","Garvin","garvin","MN","56132",NULL,NULL
"45989","Lewiston","lewiston","MN","55952",NULL,NULL
"45990","New London","new-london","MN","56288",NULL,NULL
"45991","New London","new-london","MN","56273",NULL,NULL
"45992","Saint Vincent","saint-vincent","MN","56728",NULL,NULL
"45993","Saint Vincent","saint-vincent","MN","56755",NULL,NULL
"45994","Goodhue","goodhue","MN","55027",NULL,NULL
"45995","Baudette","baudette","MN","56623",NULL,NULL
"45996","Burnsville","burnsville","MN","55306",NULL,NULL
"45997","Burnsville","burnsville","MN","55337",NULL,NULL
"45998","Barry","barry","MN","56210",NULL,NULL
"45999","Barry","barry","MN","56240",NULL,NULL
"46000","Bixby","bixby","MN","55917",NULL,NULL
"46001","Mapleview","mapleview","MN","55912",NULL,NULL
"46002","Cyrus","cyrus","MN","56323",NULL,NULL
"46003","McGregor","mcgregor","MN","55760",NULL,NULL
"46004","Morristown","morristown","MN","55052",NULL,NULL
"46005","Mountain Lake","mountain-lake","MN","56159",NULL,NULL
"46006","Alvarado","alvarado","MN","56710",NULL,NULL
"46007","Kent","kent","MN","56553",NULL,NULL
"46008","Arden Hills","arden-hills","MN","55112",NULL,NULL
"46009","Regal","regal","MN","56312",NULL,NULL
"46010","Wilkinson","wilkinson","MN","56461",NULL,NULL
"46011","La Salle","la-salle","MN","56056",NULL,NULL
"46012","Independence","independence","MN","55359",NULL,NULL
"46013","Barrows","barrows","MN","56401",NULL,NULL
"46014","Nerstrand","nerstrand","MN","55053",NULL,NULL
"46015","Gaylord","gaylord","MN","55334",NULL,NULL
"46016","Pennington","pennington","MN","56663",NULL,NULL
"46017","Wahkon","wahkon","MN","56386",NULL,NULL
"46018","Mahnomen","mahnomen","MN","56557",NULL,NULL
"46019","Alvwood","alvwood","MN","56630",NULL,NULL
"46020","Malmo","malmo","MN","56431",NULL,NULL
"46021","Deer Creek","deer-creek","MN","56527",NULL,NULL
"46022","Pinecreek","pinecreek","MN","56751",NULL,NULL
"46023","Spring Lake Park","spring-lake-park","MN","55432",NULL,NULL
"46024","Wolverton","wolverton","MN","56594",NULL,NULL
"46025","Granger","granger","MN","55939",NULL,NULL
"46026","Fisher","fisher","MN","56723",NULL,NULL
"46027","Hanska","hanska","MN","56041",NULL,NULL
"46028","Backus","backus","MN","56435",NULL,NULL
"46029","Grand Meadow","grand-meadow","MN","55936",NULL,NULL
"46030","Homer","homer","MN","55987",NULL,NULL
"46031","Vadnais Heights","vadnais-heights","MN","55127",NULL,NULL
"46032","Vadnais Heights","vadnais-heights","MN","55110",NULL,NULL
"46033","Sleepy Eye","sleepy-eye","MN","56085",NULL,NULL
"46034","Golden Valley","golden-valley","MN","55422",NULL,NULL
"46035","Golden Valley","golden-valley","MN","55427",NULL,NULL
"46036","Golden Valley","golden-valley","MN","55426",NULL,NULL
"46037","Golden Valley","golden-valley","MN","55416",NULL,NULL
"46038","Shoreview","shoreview","MN","55126",NULL,NULL
"46039","Squaw Lake","squaw-lake","MN","56681",NULL,NULL
"46040","Frazee","frazee","MN","56544",NULL,NULL
"46041","Millville","millville","MN","55957",NULL,NULL
"46042","Lexington","lexington","MN","55014",NULL,NULL
"46043","Tenstrike","tenstrike","MN","56683",NULL,NULL
"46044","Osseo","osseo","MN","55369",NULL,NULL
"46045","Osseo","osseo","MN","55569",NULL,NULL
"46046","Crystal","crystal","MN","55422",NULL,NULL
"46047","Crystal","crystal","MN","55429",NULL,NULL
"46048","Crystal","crystal","MN","55428",NULL,NULL
"46049","Crystal","crystal","MN","55427",NULL,NULL
"46050","Saint Augusta","saint-augusta","MN","55320",NULL,NULL
"46051","Saint Augusta","saint-augusta","MN","56301",NULL,NULL
"46052","Newport","newport","MN","55055",NULL,NULL
"46053","Mentor","mentor","MN","56736",NULL,NULL
"46054","New Prague","new-prague","MN","56071",NULL,NULL
"46055","Verdi","verdi","MN","56164",NULL,NULL
"46056","Newfolden","newfolden","MN","56738",NULL,NULL
"46057","Lockhart","lockhart","MN","56510",NULL,NULL
"46058","Braham","braham","MN","55006",NULL,NULL
"46059","Clarissa","clarissa","MN","56440",NULL,NULL
"46060","Trosky","trosky","MN","56177",NULL,NULL
"46061","Trosky","trosky","MN","56128",NULL,NULL
"46062","Trosky","trosky","MN","56164",NULL,NULL
"46063","Trosky","trosky","MN","56144",NULL,NULL
"46064","Tracy","tracy","MN","56175",NULL,NULL
"46065","Humboldt","humboldt","MN","56731",NULL,NULL
"46066","Burchard","burchard","MN","56115",NULL,NULL
"46067","Apple Valley","apple-valley","MN","55124",NULL,NULL
"46068","Danvers","danvers","MN","56231",NULL,NULL
"46069","Swift","swift","MN","56763",NULL,NULL
"46070","Andover","andover","MN","55304",NULL,NULL
"46071","Stillwater","stillwater","MN","55082",NULL,NULL
"46072","Stillwater","stillwater","MN","55083",NULL,NULL
"46073","Wilno","wilno","MN","56142",NULL,NULL
"46074","Hazel Run","hazel-run","MN","56241",NULL,NULL
"46075","Jeffers","jeffers","MN","56145",NULL,NULL
"46076","Otisco","otisco","MN","56093",NULL,NULL
"46077","Dalton","dalton","MN","56324",NULL,NULL
"46078","Glen","glen","MN","56431",NULL,NULL
"46079","Little Sauk","little-sauk","MN","56347",NULL,NULL
"46080","Jackson","jackson","MN","56143",NULL,NULL
"46081","Grant","grant","MN","55115",NULL,NULL
"46082","Grant","grant","MN","55082",NULL,NULL
"46083","Fox","fox","MN","56751",NULL,NULL
"46084","Tenney","tenney","MN","56583",NULL,NULL
"46085","Wright","wright","MN","55787",NULL,NULL
"46086","Wright","wright","MN","55798",NULL,NULL
"46087","Wheaton","wheaton","MN","56296",NULL,NULL
"46088","Eagan","eagan","MN","55121",NULL,NULL
"46089","Eagan","eagan","MN","55122",NULL,NULL
"46090","Eagan","eagan","MN","55123",NULL,NULL
"46091","Hendricks","hendricks","MN","56136",NULL,NULL
"46092","Jenkins","jenkins","MN","56472",NULL,NULL
"46093","Jenkins","jenkins","MN","56474",NULL,NULL
"46094","Jenkins","jenkins","MN","56456",NULL,NULL
"46095","Sawyer","sawyer","MN","55720",NULL,NULL
"46096","Evansville","evansville","MN","56326",NULL,NULL
"46097","Appleton","appleton","MN","56208",NULL,NULL
"46098","Biwabik","biwabik","MN","55705",NULL,NULL
"46099","Biwabik","biwabik","MN","55708",NULL,NULL
"46100","Britt","britt","MN","55710",NULL,NULL
"46101","Saint Clair","saint-clair","MN","56080",NULL,NULL
"46102","Saint Clair","saint-clair","MN","56001",NULL,NULL
"46103","Rich Valley","rich-valley","MN","55068",NULL,NULL
"46104","Thief River Falls","thief-river-falls","MN","56701",NULL,NULL
"46105","Aurora","aurora","MN","55705",NULL,NULL
"46106","Merrifield","merrifield","MN","56468",NULL,NULL
